Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Cycling duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Badminton duration (ms),Rowing machine duration (ms),Jogging duration (ms),Paced walking duration (ms)
2021-12-03,222,2234.939133737251,10761.053993225098,156.0,111,,,,,,,,0.9461415256165936,3.5850138664245605,0.08474576473236084,14246,,,,,,11719674,547494,,,,
2021-12-04,,1681.9999589992844,,,,,,,,,,,,,,13,,,,,,,,,,,
2021-12-05,52,1795.440096019699,2284.7977905273438,10.0,10,,,,,,,,0.3373072625546093,1.7145259380340576,0.050724636763334274,3178,,,,,,2777002,,,,,
2021-12-06,69,1898.07505930878,3947.4460525512695,25.0,23,,,,,,,,0.17537748080556936,1.470588207244873,0.012345679104328156,4966,,,,,,1102397,,,,,
2021-12-07,,1681.999875242771,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08,,1710.472136954345,950.0,,,,,,,,,,0.07483993814394668,0.30000001192092896,0.009433962404727936,1310,,,,,,,,,,,
2021-12-09,40,1748.0331222064,1766.8538937568665,12.0,12,,,,,,,,0.17125389270289096,0.7669254541397095,0.003144653979688883,2041,,,,812604,,,,,,,
2021-12-10,,1758.4353943079566,1980.0,,,,,,,,,,0.10141322152285484,0.25362318754196167,0.009999999776482582,2734,,,,,,,,,,,
2021-12-11,52,1763.571497248117,1780.0,6.0,6,,,,,,,,0.27981060323088264,1.7146384716033936,0.014124293811619282,2485,,,,,,1598765,,,,,
2021-12-12,255,2461.676972611683,13773.12678861618,64.0,39,,,,,,,,0.4101905999308479,2.0021166801452637,0.006535947788506746,17435,,,,,,5685277,,,,,
2021-12-13,92,1991.5682878527296,4582.81791639328,4.0,4,,,,,,,,0.21090699443739677,1.6652435064315796,0.016025641933083534,5786,,,,,,2030101,,,,,
2021-12-14,109,2136.2757001064465,7650.0,2.0,2,,,,,,,,0.21497001950427744,1.6427886486053467,0.012195121496915817,9264,,,,,,688992,,,,,
2021-12-15,10,1728.3325807347537,1530.0,,,,,,,,,,0.09886450165377852,0.5833333134651184,0.0033333334140479565,2124,,,,,,,,,,,
2021-12-16,78,2223.899508376306,9442.47252368927,59.0,59,,,,,,,,0.2008289253573748,1.5114943981170654,0.036231882870197296,11746,,,,,,1266025,,,,,
2021-12-17,,1746.4331239490161,1600.0,,,,,,,,,,0.1261430104662265,0.2499999850988388,0.02298850752413273,2185,,,,,,30044,,,,,
2021-12-18,114,1997.0396374880793,6456.508504867554,56.0,43,,,,,,,,0.3779981069312137,2.061112403869629,0.027027027681469917,8784,,,,,,5294452,,,,,
2021-12-19,186,2285.145499144272,11015.315800666809,43.0,31,,,,,,,,0.33465739195955496,1.8602309226989746,0.0260416641831398,14113,,,,,,5303994,,,,,
2021-12-20,1,1700.816622984847,570.0,,,,,,,,,,0.07068987858582693,0.3333333134651184,0.019607843831181526,780,,,,,,,,,,,
2021-12-21,,1681.9998309735922,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-22,33,1740.533893321862,1203.1485748291016,6.0,5,,,,,,,,0.8105970780695413,1.8365051746368408,0.0833333283662796,1668,,,,,,1149730,,,,,
2021-12-23,3,1726.761076023932,1230.0,,,,,,,,,,0.11718900823570692,0.5,0.008547008968889713,1670,,,,,,,,,,,
2021-12-24,85,2029.441852799218,6616.94215965271,74.0,52,,,,,,,,0.3146257858498802,2.297809362411499,0.011111111380159855,8941,,,,,,5335460,,,,,
2021-12-25,,1681.999848790813,,,,,,,,,,,,,,18,,,,,,,,,,,
2021-12-26,55,2022.2939986764745,4088.4041090011597,43.0,25,,,,,,,,0.5381726309159754,2.945446252822876,0.2958429157733917,5169,,,,,,3607436,621476,,,,
2021-12-27,76,1853.6182547240762,3970.3544058203697,,,,,,,,,,0.2081390049336919,1.033313274383545,0.03125,5470,,,,,,1356569,,,,,
2021-12-28,4,1687.5640208219413,120.0,,,,,,,,,,0.4999999701976776,0.4999999701976776,0.4999999701976776,183,,,,,,,,,,,
2021-12-29,16,1813.1294992153898,698.5224080085754,2.0,2,,,,,,,,0.4321916756227445,1.7302523851394653,0.2773001790046692,1147,,,,,,1985835,,,,,
2021-12-30,130,2177.4563123449257,8999.03894853592,13.0,12,,,,,,,,0.2085275597118224,2.3697569370269775,0.017006803303956985,11482,,,,,,2778944,,,,,
2021-12-31,103,1873.4398293748945,6377.599812984467,64.0,42,,,,,,,,0.47388857017016883,2.408653497695923,0.22514620423316956,8410,,,,,,5756370,,,,,
2022-01-01,1,1681.99998244382,28.926864624023438,,,,,,,,,,0.3287143409252167,0.3287143409252167,0.3287143409252167,66,,,,,,,,,,,
2022-01-02,219,2363.825089935393,11783.937385559082,43.0,26,,,,43.84992980957031,-79.32366943359375,43.84996032714844,-79.32350158691406,0.38197400643182544,2.7551429271698,0.023148147389292717,14571,,,,,,5775908,,,,,
2022-01-03,,1694.2181590400196,,,,,,,,,,,,,,41,,,,,,185033,,,,,
2022-01-04,177,2073.6397267918087,9398.872148513794,66.0,50,,,,,,,,0.3214778212873995,2.0804731845855713,0.019607843831181526,12825,,,,,,4877015,,,,,
2022-01-05,,1682.0000491495753,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,25,1777.4735266782425,1028.6044561862946,1.0,1,,,,,,,,0.6825854432809965,1.2108443975448608,0.32871437072753906,1527,,,,,,1445858,,,,,
2022-01-07,107,1919.7139121130588,5126.261734008789,56.0,33,,,,,,,,0.32829122002921374,1.855027437210083,0.03124999813735485,7072,,,,,,3700464,,,,,
2022-01-08,,1681.999877619602,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-09,108,1972.7430732986245,6065.5577273368835,45.0,41,,,,,,,,0.489261824534444,1.7913542985916138,0.028368793427944183,8381,,,,,,5284047,,,,,
2022-01-10,49,1814.69149705506,2570.0,3.0,3,,,,,,,,0.23914298185634805,1.6609013080596924,0.04385964944958687,3358,,,,,,522427,,,,,
2022-01-11,1,1697.5893885646867,40.8260555267334,,,,,,,,,,0.7828795313835144,0.9323963522911072,0.6333627104759216,129,,,,,,236089,,,,,
2022-01-12,90,1914.087090937304,4542.460566729307,63.0,44,,,,,,,,1.3432935687363283,1.8663829565048218,0.3287143409252167,6309,,,,,,3218464,,,,,
2022-01-13,,1701.3575153067538,540.0,,,,,,,,,,0.09811682765608404,0.2222222238779068,0.020325202494859695,748,,,,,,,,,,,
2022-01-14,3,1682.0001145011274,98.61431121826172,,,,,,,,,,0.39030566254902205,0.4518969655036926,0.3287143409252167,150,,,,,,,,,,,
2022-01-15,63,1884.9583865845316,3698.3880643844604,48.0,32,,,,,,,,0.5861803848147445,2.3276619911193848,0.2520143389701843,4831,,,,,,2377002,,,,,
2022-01-16,351,2413.7437187216497,15853.131456375122,113.0,65,,,,,,,,0.5187491707786824,2.8087878227233887,0.016949152573943138,21136,86.0,86.0,86.0,,,4836003,171408,,,,
2022-01-17,150,3731.3749169489465,8203.6226978302,85.0,67,,,,,,,,0.27588518934802286,2.268751859664917,0.01515151560306549,10747,,,,,,3141270,410646,,,,
2022-01-18,60,2064.0498954714476,6830.0,60.0,43,,,,,,,,0.22375909288446064,2.753387212753296,0.02298850752413273,9080,,,,,,1908252,286390,,,,
2022-01-19,3,1804.7999277308365,1950.0,2.0,2,,,,,,,,0.26470511070310493,1.4166666269302368,0.02380952425301075,2664,,,,,,,,,,,
2022-01-20,109,2016.2686859939504,6190.0,47.0,29,,,,,,,,0.17111834773990453,2.785489797592163,0.013888888992369175,8347,,,,,,3709480,143900,,,,
2022-01-21,5,1828.8160694705418,1760.0,,,,,,,,,,0.34043915298797434,1.0555555820465088,0.03809523954987526,2278,,,,,,157071,,,,,
2022-01-22,29,1866.159597486026,2465.8241081237793,21.0,13,,,,,,,,0.32239775170048757,2.641669511795044,0.028735633939504623,3070,,,,,,218418,866454,,,,
2022-01-23,91,1960.9436313997167,4960.0,56.0,34,,,,,,,,0.7046404619005844,2.044290065765381,0.04385964944958687,6831,,,,,,4068880,,,,,
2022-01-24,,1767.1061639848074,1314.186294555664,,,,,,,,,,0.09818941717163407,0.3333333134651184,0.013888888992369175,1833,,,,,,,,,,,
2022-01-25,126,2181.911525496866,8525.187339782715,77.0,58,,,,,,,,0.27368078884533237,2.6417465209960938,0.05263157933950424,11032,,,,,,2712450,287934,,,,
2022-01-26,51,1910.918736973579,4260.0,,,,,,,,,,0.15710413769927675,0.5588235259056091,0.012578615918755531,5706,,,,,,,,,,,
2022-01-27,95,2089.789012194501,6790.0,19.0,12,,,,43.849910736083984,-79.32366180419922,43.84992599487305,-79.32363891601562,0.31153384771132114,2.91381573677063,0.04545454680919647,8523,,,,,,632074,610145,,,,
2022-01-28,204,2180.2126023222586,9439.489185094833,70.0,42,,,,,,,,0.2584998381745243,2.79927396774292,0.016949152573943138,12708,,,,,,4537934,287145,,,,
2022-01-29,130,2084.3513764985632,7873.566709518433,10.0,9,,,,,,,,0.2580260841504107,3.9382424354553223,0.019607843831181526,10778,,,,,,4732770,303812,,,,
2022-01-30,120,2039.6749523506157,7363.428050994873,28.0,21,,,,,,,,0.3027156654093685,2.6187894344329834,0.012121211737394333,10007,,,,,,2446699,287335,,,,
2022-01-31,259,2389.358055017881,12684.014764785767,77.0,61,,,,,,,,0.42874756352576826,2.0357251167297363,0.03030303120613098,16635,,,,,,6950266,,,,,
2022-02-01,165,2206.64290116744,7406.435718536377,13.0,9,,,,,,,,0.28574703222143577,1.7619932889938354,0.03787878900766373,8827,,,,,,3429567,,,,,
2022-02-02,126,2054.6502175431856,7341.085988521576,74.0,51,,,,,,,,0.31898614897886374,1.947855830192566,0.024822695180773735,10145,,,,,,4835055,,,,,
2022-02-03,48,1845.971972213035,2093.2517280578613,10.0,8,,,,,,,,0.7528351491699157,1.8870469331741333,0.08641975373029709,2964,,,,,,1601550,,,,,
2022-02-04,147,2184.24992733376,9775.895286560059,73.0,48,,,,,,,,0.38754582007865407,2.889580011367798,0.049242425709962845,13469,,,,,,6239331,,,,,
2022-02-05,95,2228.150079360253,9000.6908121109,3.0,3,,,,,,,,0.26096984156719266,1.6904531717300415,0.008130080997943878,11187,,,,,,1218575,,,,,
2022-02-06,159,2241.4312733226348,8590.0,,,,,,,,,,0.24365915058955556,1.5089061260223389,0.021929824724793434,10174,,,,,,1283955,460703,,,,
2022-02-07,71,1908.1870878977252,4247.46520113945,13.0,13,,,,,,,,0.18118146776792354,1.3797388076782227,0.026143791154026985,5911,,,,,,2273694,,,,,
2022-02-08,118,2309.53619450374,10260.0,59.0,59,,,,,,,,0.28314676114553805,1.7027382850646973,0.009259259328246117,12779,,,,,,1765956,720678,,,,
2022-02-09,160,2106.4370111533585,8228.0033493042,52.0,33,,,,,,,,0.24676480877220885,2.4624080657958984,0.02380952425301075,11129,,,,,,4380509,,,,,
2022-02-10,10,1815.9504192680956,2071.937903046608,,,,,,,,,,0.1813059262777884,0.7962962985038757,0.021739130839705467,2793,,,,,,310344,,,,,
2022-02-11,108,2116.0688463604415,8865.629476547241,41.0,33,,,,,,,,0.27126960832347513,1.7798491716384888,0.035087719559669495,12171,,,,,,5671571,,,,,
2022-02-12,102,2201.400069146944,8504.592051506042,5.0,4,,,,,,,,0.21967017668556701,3.0859522819519043,0.04901960864663124,10595,,,,,,2643909,,,,,
2022-02-13,125,2315.714566319689,9212.319549202919,,,,,,43.84987258911133,-79.32357788085938,43.84989547729492,-79.32357788085938,0.37065708605367553,1.5417474508285522,0.08796296268701553,11155,,,,,,2098678,795035,,,,
2022-02-14,32,1795.9951749467232,1763.821704864502,1.0,1,,,,,,,,0.27144062284663406,2.036851644515991,0.03030303120613098,2727,,,,,,478502,,,,,
2022-02-15,158,2191.5749053623963,7644.884245872498,2.0,2,,,,,,,,0.26168529987469347,1.6431303024291992,0.092261902987957,9280,,,,,,1349437,,,,,
2022-02-16,1,1764.7250068698204,1040.2417221069336,,,,,,,,,,0.1397026763425232,0.49518802762031555,0.004166666883975267,1449,,,,,,,,,,,
2022-02-17,74,2202.440763169177,7229.242513656616,57.0,57,,,,,,,,0.25152019870455916,1.7251461744308472,0.0,8381,85.02581787109375,85.04850006103516,85.00313568115234,,,3760854,565195,,,,
2022-02-18,263,2488.110007527425,12469.171506047249,107.0,70,,,,,,,,0.5883010334436508,1.9792158603668213,0.1666666567325592,15138,,,,402,,3790673,,,,1768377,
2022-02-19,186,2418.488198221822,11993.68696641922,100.0,70,,,,,,,,0.4241736415867159,3.0040855407714844,0.02688172087073326,15456,,,,,,2035114,2801802,,,,
2022-02-20,6,1738.3432617657272,834.982292175293,,,,,,,,,,0.16941849832468048,0.32871437072753906,0.03735632449388504,1154,83.27948760986328,83.27948760986328,83.27948760986328,,,,,,,,
2022-02-21,341,2890.8176738873062,19354.92749786377,10.0,10,,,,,,,,0.5515757887047432,1.9769799709320068,0.0357142873108387,23337,,,,,,3730996,153586,,,,
2022-02-22,52,1906.7002605108578,3849.204002380371,,,,,,,,,,0.26272023119880394,1.0353535413742065,0.007936508394777775,4909,,,,,,1892065,,,,,
2022-02-23,80,2084.9852334939064,6664.198579788208,11.0,7,,,,,,,,0.3288998298337523,2.0075526237487793,0.022875817492604256,8619,,,,,,2647234,,,,,
2022-02-24,24,1840.4555633342761,1313.651746749878,,,,,,,,,,0.3188566244183821,1.607250690460205,0.03191489353775978,2102,,,,,,1793077,,,,,
2022-02-25,69,2284.7383377154138,9189.591026306152,89.0,59,,,,,,,,0.26630824737435393,2.142857074737549,0.02083333395421505,9420,83.59700775146484,83.59700775146484,83.59700775146484,,,1039781,2520000,,,,
2022-02-26,195,2527.9868193628,14319.472484827042,91.0,55,,,,,,,,0.3585265055625711,1.9444445371627808,0.02631578966975212,15598,,,,,,5033577,1800000,,,,
2022-02-27,135,2469.259420163078,12250.113723158836,84.0,45,,,,,,,,0.3030923066411644,2.222222328186035,0.011904762126505375,12302,,,,,,604026,2700000,,,,
2022-02-28,143,2098.005935931221,8650.103155136108,52.0,46,,,,,,,,0.2914719157801854,4.519999980926514,0.03333333507180214,11911,,,,,1310,4652827,,,,,8722
2022-03-01,56,2208.3168447024805,8716.037780761719,50.0,25,,,,,,,,0.21353108313299832,2.3333332538604736,0.0208333320915699,8872,,,,,,195484,1500000,,,,
2022-03-02,61,2219.0631059430893,7915.119304656982,79.0,59,,,,,,,,0.4475798389549254,2.2083334922790527,0.0833333283662796,8516,,,,,,128439,2400000,,,,
2022-03-03,5,1795.2443524114854,2100.0,,,,,,,,,,0.1457819996865157,0.33898305892944336,0.032738097012043,2918,83.00733947753906,83.00733947753906,83.00733947753906,,,834890,,,,,
2022-03-04,83,2106.938602700572,5983.528865814209,26.0,20,,,,,,,,0.2388202116591307,1.6666666269302368,0.02777777798473835,8266,83.00733947753906,83.00733947753906,83.00733947753906,,,1819620,1200000,,,,
2022-03-05,87,2344.688871055214,9872.325439453125,80.0,40,,,,,,,,0.45130474166537365,2.4166667461395264,0.011695906519889832,7690,82.55374145507812,82.55374145507812,82.55374145507812,,,,2400000,,,,
2022-03-06,244,2565.160285314289,16063.75000834465,150.0,132,,,,,,,,0.45111047945175886,2.6973257064819336,0.027272727340459824,18368,82.46302795410156,82.46302795410156,82.46302795410156,,,10266856,1500000,,,,
2022-03-07,112,2226.3923837379193,8582.278820991516,57.0,34,,,,,,,,0.2524756144991528,2.318840503692627,0.02777777798473835,7517,,,,,,1791988,1380000,,,,
2022-03-08,39,1814.7482176108101,3020.0,,,,,,,,,,0.19097272654827635,0.8273299932479858,0.02083333395421505,4175,82.46302795410156,82.46302795410156,82.46302795410156,,,1129004,,,,,
2022-03-09,66,2236.560743248308,8809.763350963593,96.0,56,,,,,,,,0.25350084504595655,2.3504273891448975,0.009803921915590763,8843,,,,,,30496,2340000,,,,
2022-03-10,97,1882.2449051718916,4210.0,27.0,19,,,,,,,,0.23413110067346843,2.4896113872528076,0.021367521956562996,5689,81.64656066894531,81.64656066894531,81.64656066894531,,,1374297,316304,,,,
2022-03-11,60,1933.174632719305,4244.398956298828,40.0,20,,,,,,,,0.16642805417512258,1.4510421752929688,0.012345679104328156,4656,,,,,,227925,1235521,,,,
2022-03-12,89,2350.8432593113303,10309.325744628906,79.0,40,,,,,,,,0.19888479475611057,2.2799367904663086,0.012121211737394333,12256,81.23832702636719,81.46512603759766,81.01152801513672,,,243854,2400000,,,,
2022-03-13,135,2355.9350707719495,13026.191535949707,96.0,76,,,,,,,,0.35498681755593636,2.5,0.021276595070958138,14411,80.73937225341797,80.73937225341797,80.73937225341797,,,5099348,1200000,,,,
2022-03-14,7,1733.0891789348561,1531.6597328186035,,,,,,,,,,0.1448204969251345,0.4125046730041504,0.01315789483487606,2133,,,,,,,,,,,
2022-03-15,59,1900.273773884345,4471.190906524658,,,,,,,,,,0.23293944027891875,1.2549067735671997,0.03431372717022896,5805,,,,,,952667,,,,,
2022-03-16,63,2041.7673120298018,5915.894592285156,60.0,30,,,,,,,,0.2183823294153162,1.81406831741333,0.022522522136569023,10056,,,,,,,1800000,,,,
2022-03-17,39,1914.343021193052,4536.049468040466,1.0,1,,,,,,,,0.1848985005813261,0.916863203048706,0.03252032399177551,5732,,,,,,343310,,,,,
2022-03-18,171,2443.746527796709,10674.680471420288,47.0,28,,,,,,,,0.3429304889603926,1.9493887424468994,0.014124293811619282,13664,,,,,,7353505,,,,,
2022-03-19,206,2365.349011068835,18671.550092697144,180.0,109,,,,,,,,0.24142494903586967,2.0,0.017241381108760834,8040,80.37650299072266,80.37650299072266,80.37650299072266,5025026,,652938,1500000,,,,
2022-03-20,95,2009.973416627622,6747.045768976212,64.0,47,,,,,,,,0.20709777165688553,1.8758094310760498,0.017543859779834747,9277,,,,,,5105056,,,,,
2022-03-21,104,1903.9907988935038,4870.0,49.0,29,,,,,,,,0.20989591746394962,1.8950810432434082,0.01587301678955555,6640,,,,,,3155367,,,,,
2022-03-22,49,1755.1572734177137,2188.239172935486,9.0,9,,,,,,,,0.17399461578693368,1.422697901725769,0.02777777798473835,3102,,,,,,,,,,,
2022-03-23,181,2597.466928209904,14183.370908737183,75.0,42,,,,,,,,0.3127810230030951,2.2916667461395264,0.01515151560306549,14957,,,,,,,2400000,,,,
2022-03-24,107,1960.666856145082,5864.836706399918,42.0,31,,,,,,,,0.2642430921302862,1.8825355768203735,0.02298850752413273,8061,,,,,,3701764,,,,,
2022-03-25,179,2656.779259577808,16536.767669677734,158.0,102,,,,,,,,0.2802152028087993,2.1317830085754395,0.01773049682378769,16819,80.28578186035156,80.28578186035156,80.28578186035156,,,4259074,2580000,,,,
2022-03-26,28,1909.581815684432,2815.3354811668396,26.0,20,,,,,,,,0.854223244485896,2.0833332538604736,0.2958429157733917,3537,,,,,,880357,1200000,,,,
2022-03-27,222,2167.2716565463165,7578.037061691284,230.0,119,,,,,,,,0.49677065266715026,2.5341694355010986,0.2629714906215668,10564,,,,,,4591946,,5400000,,,
2022-03-28,8,1674.8576754193134,383.9383850097656,,,,,,,,,,0.36876171577655004,0.6677085757255554,0.3177572190761566,681,,,,,,,,,,,
2022-03-29,27,1790.7732478700236,2450.1405346393585,29.0,20,,,,,,,,0.37147926639239004,1.9243065118789673,0.27392861247062683,3284,,,,,,1656412,,,,,
2022-03-30,11,1700.4540577188982,351.0669479370117,,,,,,,,,,0.33076033079874506,0.8080485463142395,0.29591938853263855,661,,,,,,391615,,,,,
2022-03-31,50,2139.8200256046807,5992.24570274353,81.0,41,,,,,,,,0.3789851445264961,2.2916667461395264,0.2481001615524292,7507,,,,,,940714,2400000,,,,
2022-04-01,42,2204.376496818262,3990.105920791626,62.0,31,,,,43.84989929199219,-79.32360076904297,43.84994125366211,-79.32356262207031,0.35619523474535697,2.0,0.25911983847618103,5109,80.195068359375,80.195068359375,80.195068359375,,,1755410,1800000,,,,
2022-04-02,154,2391.2092385851265,19579.548721313477,157.0,144,,,,,,,,2.4313839727264783,3.8399999141693115,0.3287143409252167,5412,,,,5760239,,4398855,,,,,
2022-04-03,134,2173.4035329800486,5048.228175185621,151.0,98,,,,,,,,0.6547232929146665,14.729999542236328,0.2404714822769165,6833,,,,,,4093508,,3600000,,,
2022-04-04,31,1809.209465071164,2531.1066497564316,26.0,26,,,,,,,,1.2951490997776027,1.570563554763794,0.28913363814353943,3479,79.60539245605469,79.60539245605469,79.60539245605469,,,2110552,,,,,
2022-04-05,29,1831.9878782278713,1585.0911991596222,10.0,10,,,,,,,,0.4398129644372086,1.8441405296325684,0.27989643812179565,2260,,,,,,1383066,507850,,,,
2022-04-06,76,2178.3076351173845,7958.778125286102,105.0,65,,,,,,,,0.8258200245096005,2.1666667461395264,0.3287143409252167,10553,79.46932220458984,79.46932220458984,79.46932220458984,,,2428830,2400000,,,,
2022-04-07,34,1866.6557134526022,2207.2701473236084,20.0,17,,,,,,,,0.6472774430018912,1.9666894674301147,0.2629714906215668,3109,,,,,,3095690,,,,,
2022-04-08,78,2041.4223972378468,5916.462972640991,65.0,43,,,,43.84945297241211,-79.3311996459961,43.85670471191406,-79.32565307617188,0.5344261298708305,2.4376137256622314,0.27392861247062683,7769,,,,,,3485256,1013390,,,,
2022-04-09,15,1734.364772018264,652.1423797607422,3.0,3,,,,,,,,0.5384270212894421,1.7354087829589844,0.3273095190525055,1043,,,,,,1047648,,,,,
2022-04-10,247,3211.020096923167,19074.923683166504,262.0,171,,,,,,,,0.7139156630530282,5.968212127685547,0.2520143389701843,14882,,,,1340435,,6127331,1800000,4800000,,,
2022-04-11,64,2054.5956090879677,6349.138483047485,83.0,52,,,,,,,,0.37615257098222277,2.222222328186035,0.2629714906215668,8155,,,,,,1929212,1800000,,,,
2022-04-12,28,1666.6932871381237,2233.914321899414,23.0,23,,,,,,,,0.3583049236141218,1.5086215734481812,0.27392861247062683,3149,,,,,,,,,,,
2022-04-13,2,1685.3518372404405,111.93502426147461,,,,,,,,,,0.7101467698812485,1.0438250303268433,0.3764685094356537,213,,,,,,288860,,,,,
2022-04-14,85,2272.1491688994215,7935.583811283112,94.0,69,,,,,,,,1.2430385215414899,2.2556869983673096,0.3287143409252167,9748,,,,,,2486874,3012269,,,,
